履歴を	表示
抑制せよ	閲覧
MITアセモグル教授の	警鐘.日経ビジネス.
警鐘.日経ビジネス.	2023年
2023年	5月12日
5月12日	閲覧
^ab“"WhyFearsofaTrillion-DollarAIBubbleAreGrowing"”."bloomberg"(	2025年
2025年	11月24日
11月24日	).2025年
).2025年	11月28日
11月28日	閲覧
^	"NVIDIA
"NVIDIA	循環投資と
循環投資と	弱くとも
AI株の	リスク
リスク	弱くとも
収益力	弱くとも
弱くとも	膨らむ
膨らむ	閲覧
市場"”."日経新聞"(	2025年
2025年	10月20日
10月20日	).2025年
).2025年	11月28日
11月28日	閲覧
^	"AI企業の
"AI企業の	循環取引は
循環取引は	閲覧
バブルの	兆候か
兆候か	閲覧
"”."毎日新聞"(	2025年
2025年	10月30日
10月30日	).2025年
).2025年	11月28日
11月28日	閲覧
^	"売上高の
"売上高の	9割が
9割が	虚構だった
虚構だった	閲覧
上場AIベンチャーオルツ"”."日経BP"(	2025年9月
2025年9月	25日
25日	).2025年
).2025年	11月28日
11月28日	閲覧
^	"期待の
"期待の	新興企業
新興企業	閲覧
実態伴わず	問われる
旧経営陣逮捕	問われる
問われる	閲覧
上場審査―オルツ粉飾決算東京地検"”."時事通信"(	2025年
2025年	10月12日
10月12日	).2025年
).2025年	11月28日
11月28日	閲覧
^	"オルツ元社長ら
"オルツ元社長ら	閲覧
４人告発"”."中国新聞"(	2025年
2025年	10月28日
10月28日	).2025年
).2025年	11月28日
11月28日	閲覧
^	[https://prtimes.jp/main/html/rd/p/
[https://prtimes.jp/main/html/rd/p/	000000111.000111359.html"オルツ
000000111.000111359.html"オルツ	経済産業省および
経済産業省および	した
NEDOによる	国内生成AIの
国内生成AIの	開発力強化プロジェクト
開発力強化プロジェクト	GENIACに
GENIACに	した
採択～労働力の	補完と
補完と	実現を
パーソナルAIの	実現を
実現を	した
目的と	した
した	閲覧
世界最高性能の	日本語言語処理技術の
日本語言語処理技術の	研究を
研究を	閲覧
推進～"]”."PRTIMES"(	2024年
2024年	10月21日
10月21日	).2025年
).2025年	11月28日
11月28日	閲覧
^	アーカイブ
BigTechisspendingmorethanVCfirmsonAIstartups(英語).ArsTechnica(	2023年
2023年	12月27日
12月27日	).2024年
).2024年	1月10日時点の
1月10日時点の	オリジナルより
オリジナルより	アーカイブ
アーカイブ	閲覧
2025年	2月
2月	19日
19日	閲覧
^	アーカイブ
TheFutureofAIIsGOMA(英語).TheAtlantic(	2023年
2023年	10月24日
10月24日	).2024年
).2024年	1月5日時点の
1月5日時点の	オリジナルより
オリジナルより	アーカイブ
アーカイブ	閲覧
2025年	2月
2月	19日
19日	閲覧
^	3月26日).オリジナルの
BigtechandthepursuitofAIdominance.TheEconomist.(	2023年
2023年	3月26日).オリジナルの
3月26日).オリジナルの	2023年
2023年	12月29日時点における
12月29日時点における	アーカイブ
^Fung,Brian(	2023年
2023年	12月19日).
12月19日).	WherethebattletodominateAImaybewon(英語).CNNBusiness.オリジナルの
WherethebattletodominateAImaybewon(英語).CNNBusiness.オリジナルの	2024年
2024年	1月13日時点における
1月13日時点における	アーカイブ
^Metz,Cade(	2023年
2023年	7月5日).
7月5日).	IntheAgeofA.I.,Tech'sLittleGuysNeedBigFriends.TheNewYorkTimes
^Russell&Norvig	2021,p.
2021,p.	1001.
^Bostrom(	2014);Müller&Bostrom(
2014);Müller&Bostrom(	2014);Bostrom(2015).
^Trisnawati,Winda;Putra,RandiEka;Balti,Levandra(	2023-11-10).TheImpactofArtificialIntelligentinEducationtoward21stCenturySkills:ALiteratureReview(英語).PPSDPInternationalJournalofEducation
2023-11-10).TheImpactofArtificialIntelligentinEducationtoward21stCenturySkills:ALiteratureReview(英語).PPSDPInternationalJournalofEducation	2(2):501–513.doi:
2(2):501–513.doi:	10.59175/pijed.v2i
10.59175/pijed.v2i	2.152.ISSN
2.152.ISSN	2829-5196.
^Leaders'concernsabouttheexistentialrisksofAIaround	2015:Rawlinson(
2015:Rawlinson(	2015),Holley(
2015),Holley(	2015),Gibbs(
2015),Gibbs(	2014),Sainato(2015)
^	3月25日).オリジナルの
"Godfatherofartificialintelligence"talksimpactandpotentialofnewAI.CBSNews.(	2023年
2023年	3月25日).オリジナルの
3月25日).オリジナルの	2023年
2023年	3月28日時点における
3月28日時点における	アーカイブ
アーカイブ	閲覧
2023年	3月28日
3月28日	閲覧
^Pittis,Don(	2023年
2023年	5月4日).
5月4日).	CanadianartificialintelligenceleaderGeoffreyHintonpilesonfearsofcomputertakeover.CBC.オリジナルの
CanadianartificialintelligenceleaderGeoffreyHintonpilesonfearsofcomputertakeover.CBC.オリジナルの	2024年
2024年	7月7日時点における
7月7日時点における	アーカイブ
アーカイブ	閲覧
2024年	10月5日
10月5日	閲覧
^	閲覧
'50–50chance'thatAIoutsmartshumanity,GeoffreyHintonsays.BloombergBNN(	2024年
2024年	6月
6月	14日
14日	).2024年
).2024年	7月
7月	6日
6日	閲覧
^Taylor,Josh(	2023年
2023年	5月7日).
5月7日).	Riseofartificialintelligenceisinevitablebutshouldnotbefeared,'fatherofAI'says.TheGuardian.オリジナルの
Riseofartificialintelligenceisinevitablebutshouldnotbefeared,'fatherofAI'says.TheGuardian.オリジナルの	2023年
2023年	10月23日時点における
10月23日時点における	アーカイブ
アーカイブ	閲覧
2023年	5月26日
5月26日	閲覧
^Colton,Emma(	2023年
2023年	5月7日).
5月7日).	'FatherofAI'saystechfearsmisplaced:'Youcannotstopit'”.FoxNews.オリジナルの
'FatherofAI'saystechfearsmisplaced:'Youcannotstopit'”.FoxNews.オリジナルの	5月26日時点における
2023年	5月26日時点における
5月26日時点における	アーカイブ
アーカイブ	閲覧
2023年	5月26日
5月26日	閲覧
^Jones,Hessie(	2023年
2023年	5月23日).
5月23日).	JuergenSchmidhuber,Renowned'FatherOfModernAI,'SaysHisLife'sWorkWon'tLeadToDystopia.Forbes.オリジナルの
JuergenSchmidhuber,Renowned'FatherOfModernAI,'SaysHisLife'sWorkWon'tLeadToDystopia.Forbes.オリジナルの	5月26日時点における
2023年	5月26日時点における
5月26日時点における	アーカイブ
アーカイブ	閲覧
2023年	5月26日
5月26日	閲覧
^McMorrow,Ryan(	2023年
2023年	12月19日).
12月19日).	AndrewNg:'Dowethinktheworldisbetteroffwithmoreorlessintelligence?'”.FinancialTimes.オリジナルの
AndrewNg:'Dowethinktheworldisbetteroffwithmoreorlessintelligence?'”.FinancialTimes.オリジナルの	2024年
2024年	1月25日時点における
1月25日時点における	アーカイブ
アーカイブ	閲覧
2023年	12月30日
12月30日	閲覧
^Levy,Steven(	22Dec2023).HowNottoBeStupidAboutAI,WithYannLeCun.Wired.オリジナルの
22Dec2023).HowNottoBeStupidAboutAI,WithYannLeCun.Wired.オリジナルの	28December2023時点における
28December2023時点における	アーカイブ
アーカイブ	閲覧
2023年	12月30日
12月30日	閲覧
閲覧	.
^ArgumentsthatAIisnotanimminentrisk:Brooks(	2014),Geist(
2014),Geist(	2015),Madrigal(
2015),Madrigal(	2015),Lee(2014)
^Christian(	2020),pp.
2020),pp.	67,73.
^情報通信白書	2024,pp.
2024,pp.	52,59.
^情報通信白書	2024,p.
2024,p.	59.
^EU日本政府代表部	2024,p.1.
^EU日本政府代表部	2024,pp.
2024,pp.	1,40.
^EU日本政府代表部	2024,p.4.
^EU日本政府代表部	2024,p.3.
^EU日本政府代表部	2024,pp.
2024,pp.	10,28.
^野口ケルビン(米国特許弁護士)(	2024年
2024年	11月1日).
11月1日).	AIトレーニングデータは
AIトレーニングデータは	閲覧
著作権保護対象外ドイツにおける	初の
初の	判決が
判決が	示唆する
示唆する	ポストAIの
ポストAIの	世界と
世界と	アメリカとの
アメリカとの	違い”.OpenLegalCommunity(知財メディアサイト).
違い”.OpenLegalCommunity(知財メディアサイト).	2024年11月9日
2024年11月9日	閲覧
^Ehle,Kristina(弁護士事務所パートナー);Tüzün,Yeşim(弁護士事務所アソシエート).	ToScrapeorNottoScrape?FirstCourtDecisionontheEUCopyrightExceptionforTextandDataMininginGermany[データ収集すべきか否かドイツで
ToScrapeorNottoScrape?FirstCourtDecisionontheEUCopyrightExceptionforTextandDataMininginGermany[データ収集すべきか否かドイツで	閲覧.
テキストおよび	データマイニング(TDM)に関する
データマイニング(TDM)に関する	EU著作権例外規定の
EU著作権例外規定の	初判決](英語).Morrison&FoersterLLP.(法律事務所).
初判決](英語).Morrison&FoersterLLP.(法律事務所).	2024年11月9日
2024年11月9日	閲覧.
^	2024WIPOIPJudgesForumInformalCaseSummary–HamburgRegionalCourt,Germany[
2024WIPOIPJudgesForumInformalCaseSummary–HamburgRegionalCourt,Germany[	2024:RobertKneschkev.LAIONe.V.,CaseNo.
2024:RobertKneschkev.LAIONe.V.,CaseNo.	310O
310O	227/23]”[
227/23]”[	2024年WIPO知的財産法フォーラム用非公式判例要約-
2024年WIPO知的財産法フォーラム用非公式判例要約-	2024年
2024年	310O
ドイツハンブルク地裁:ロベルト・クネシュケ対LAION(事件番号:	310O
310O	227/23)](英語).WIPO.
227/23)](英語).WIPO.	2024年11月9日
2024年11月9日	閲覧
^ab柏木亮二(野村総合研究所IT事業戦略分析エキスパート研究員)『AIイノベーション日本型生成AI規制の	可能性
可能性	PDF
PDF	レポート野村総合研究所
レポート野村総合研究所	2024年
2024年	9月
9月	10–11頁
^Fried,Ina(	2024年
2024年	7月17日).
7月17日).	Scoop:Metawon'tofferfuturemultimodalAImodelsinEU[スクープ:Meta社は
Scoop:Metawon'tofferfuturemultimodalAImodelsinEU[スクープ:Meta社は	アーカイブ
マルチも	提供しない
ダルAIモデルを	提供しない
EUに	提供しない
提供しない	方針](英語).AxiosMedia.
方針](英語).AxiosMedia.	2024年
2024年	11月18日時点の
11月18日時点の	オリジナルより
オリジナルより	アーカイブ
アーカイブ	閲覧
2024年	11月19日
11月19日	閲覧
^ab田口和裕(	2024年
2024年	7月19日).
7月19日).	AI大手
AI大手	規制警戒で
規制警戒で	アーカイブ
EU離れ	メタも
メタも	アーカイブ
マルチモーダルAI提供見送りへ	アーカイブ
”.ASCIIxAI.角川アスキー総合研究所.	2024年9月26日時点の
2024年9月26日時点の	オリジナルより
オリジナルより	アーカイブ
アーカイブ	閲覧
2024年	11月19日
11月19日	閲覧
^デジタル庁	戦略的取組
世界で	進む
進む	データ駆動社会への
データ駆動社会への	戦略的取組
戦略的取組	PDF
PDF	第４回資料2
令和	４年
４年	９月
９月	６日データ戦略推進WG
６日データ戦略推進WG	第４回資料2
第４回資料2	デジタル庁
デジタル庁	5頁
5頁	6日
2022年9月	6日
^abc塚本紺2017,p.	2017年
2017年	10月
10月	5日
5日	20時
20時	0分.
^Kurzweil,Singularity(	2005)p.260
^Searle,John(	1980),"Minds,BrainsandPrograms",BehavioralandBrainSciences,
1980),"Minds,BrainsandPrograms",BehavioralandBrainSciences,	3(3):417–457,doi:
3(3):417–457,doi:	10.1017/S0140525X00005756,
^DanielDennett(	1991)."Chapter
1991)."Chapter	14.ConsciousnessImagined".ConsciousnessExplained.BackBayBooks.pp.
14.ConsciousnessImagined".ConsciousnessExplained.BackBayBooks.pp.	431–455.
^Ipe,Navin(	2021年
2021年	6月
6月	2日),FactsandAnomaliestoKeepinPerspectiveWhenDesigninganArtificialIntelligence,doi:
2日),FactsandAnomaliestoKeepinPerspectiveWhenDesigninganArtificialIntelligence,doi:	10.36227/techrxiv.12299945
^合原etal.	2017,p.
2017,p.	34.
^合原etal.	2017,p.
2017,p.	38.
^ab合原etal.	2017,p.
2017,p.	42.
^合原etal.	2017,pp.
2017,pp.	46–47.
^	人間より
人間より	閲覧
有能な	AIの
AIの	存在は
存在は	閲覧
｢幻想｣に	過ぎない.東洋経済オンライン(
過ぎない.東洋経済オンライン(	閲覧
2016年	8月29日
8月29日	).2023年
).2023年	12月3日
12月3日	閲覧
^	講談社選書メチエ原論―神の
講談社選書メチエ原論―神の	支配と
支配と	自由.紀伊國屋書店ウェブストアオンライン書店本
人間の	自由.紀伊國屋書店ウェブストアオンライン書店本
自由.紀伊國屋書店ウェブストアオンライン書店本	通販
雑誌の	通販
通販	閲覧
電子書籍ストア.	2023年
2023年	12月2日
12月2日	閲覧
^	人間より
人間より	閲覧
有能な	AIの
AIの	存在は
存在は	閲覧
｢幻想｣に	過ぎない.東洋経済オンライン(
過ぎない.東洋経済オンライン(	閲覧
2016年	8月29日
8月29日	).2023年
).2023年	12月4日
12月4日	閲覧
合原一幸	牧野貴樹
牧野貴樹	金山博
金山博	河野崇
河野崇	木脇太一
木脇太一	青野真士
青野真士	著
著	合原一幸編著
合原一幸編著	編
編	2017年
人工知能は	創られる
こうして	創られる
創られる	2017年
ウェッジ	2017年
2017年	978-4863101852
ISBN	978-4863101852
市瀬龍太郎	なに人工知能学会
記事更新教養知識としての	AI
AI	第1回
第1回	なに人工知能学会
AIって	なに人工知能学会
なに人工知能学会	2023年
2023年	閲覧
2023年9月	3日
3日	閲覧
江間有沙	求めて
人工知能社会の	姿を
あるべき	姿を
姿を	求めて
求めて	科学技術社会論研究
科学技術社会論研究	16巻
16巻	12月
2018年	12月
12月	9–14頁
9–14頁	16.0_9
doi:	10.24646/jnlsts.
10.24646/jnlsts.	16.0_9
16.0_9	1347-5843
ISSN	1347-5843
北原保雄	明鏡国語辞典
明鏡国語辞典	第二版
第二版	2010年
大修館書店	2010年
2010年	978-4469021172
ISBN	978-4469021172
佐藤理史	人工知能
人工知能	日本大百科全書(ニッポニカ)』小学館朝日新聞社VOYAGEGROUP
日本大百科全書(ニッポニカ)』小学館朝日新聞社VOYAGEGROUP	2018年
2018年	閲覧
2018年	8月16日
8月16日	閲覧
閲覧	分野である
人工知能は	一分野である
計算	computationという
computationという	概念と
概念と	道具を
コンピュータ	computerという
computerという	道具を
道具を	用いて
用いて	研究する
知能を	研究する
研究する	計算機科学
計算機科学	computerscienceの
computerscienceの	一分野である
一分野である	分野である
誤解を	恐れず
恐れず	いいかえるならば
平易に	いいかえるならば
いいかえるならば	分野である
これまで	できなかった
人間にしか	できなかった
できなかった	行為
知的な	行為
行為	創造などを
認識	推論
推論	言語運用
言語運用	創造などを
創造などを	準備すれば
どのような	手順
手順	データ
アルゴリズムと	データ
どのような	データ
データ	知識を
事前情報や	知識を
知識を	準備すれば
準備すれば	実行できるかを
それを	実行できるかを
機械的に	実行できるかを
実行できるかを	研究する
研究する	分野である
人工知能学会	1997年度人工知能学会名簿
1997年度人工知能学会名簿	人工知能学会誌
人工知能学会誌	第12巻第5号
第12巻第5号	人工知能学会
人工知能学会	1997年
1997年	12.5_797
653-808(1-156)、doi:	10.11517/jjsai.
10.11517/jjsai.	12.5_797
新村出	広辞苑
広辞苑	第七版
第七版	12日
岩波書店	2018年
2018年	1月
1月	12日
12日	978-4000801317
ISBN	978-4000801317
仙石正和	支えた
基礎研究を	続ける
続ける	大切さ
大切さ	基礎境界が
創立100周年記念特集	基礎境界が
基礎境界が	支えた
支えた	100年
100年	,これからの
,これからの	100年――未来
100年――未来	100年を
100年を	担う
担う	あなたへ
あなたへ	贈る
贈る	言葉
言葉	ThejournaloftheInstituteofElectronics,InformationandCommunicationEngineers
電子情報通信学会誌	ThejournaloftheInstituteofElectronics,InformationandCommunicationEngineers
ThejournaloftheInstituteofElectronics,InformationandCommunicationEngineers	100巻
100巻	2017年
6号	電子情報通信学会
電子情報通信学会	2017年
2017年	431–439頁
全卓樹	量子不可思議だけど
エキゾティックな	量子不可思議だけど
量子不可思議だけど	2014年
意外に	近しい
近しい	量子の
量子の	お話東京大学出版会
お話東京大学出版会	2014年
2014年	978-4130636070
ISBN	978-4130636070
野家啓一	31-42頁
科学時代の	哲学哲学は
哲学哲学は	31-42頁
二流の	科学か
科学か	探求
哲学の	探求
探求	第29巻
第29巻	哲学若手研究者フォーラム
哲学若手研究者フォーラム	2002年
2002年	31-42頁
トルケル・フランセーン著	田中一之訳
田中一之訳	2011年
ゲーデルの	定理利用と
定理利用と	不完全ガイドみすず書房
誤用の	不完全ガイドみすず書房
不完全ガイドみすず書房	2011年
2011年	978-4622075691
ISBN	978-4622075691
松尾豊	人工知能
深層学習と	人工知能
人工知能	認知科学
認知科学	28巻
28巻	2号
2号	2021年
2021年	6月
6月	299–307頁
299–307頁	2021.012
doi:	10.11225/cs.
10.11225/cs.	2021.012
2021.012	1341-7924
ISSN	1341-7924
桃内佳雄	人工知能
人工知能	日本大百科全書(ニッポニカ)』小学館朝日新聞社VOYAGEGROUP
日本大百科全書(ニッポニカ)』小学館朝日新聞社VOYAGEGROUP	2017年
